Acceleration (%),Battery Capacity (kWh),Energy Efficiency (km/kWh),Weight of Vehicle (kg),Range (km)
36.442393364106024,71,3.126553860718418,1829,221.98532411100766
65.82936491731923,71,3.0,2466,213.0
41.802238398215444,77,5.0888014280619105,1656,391.8377099607671
67.53192279428944,95,3.0,1403,285.0
75.95085887875751,40,3.0,1524,120.0
92.85306263932573,73,4.8495426344072,2213,354.0166123117256
99.12071211991706,98,4.228900499505828,2320,414.4322489515712
42.32498976053651,63,3.2121374657065567,1472,202.36466033951308
48.2921986533197,98,3.0,1212,294.0
43.74350649107936,72,6.094963580946601,2306,438.83737782815524
63.112581449644324,41,4.430799794850715,1348,181.66279158887934
33.360685962611655,50,5.842799626284849,1205,292.13998131424245
39.58165773731443,93,3.6988291412041034,1932,343.9911101319816
60.24886694032868,57,3.0,1745,171.0
87.4271668467104,62,3.0,2149,186.0
43.33180161010298,77,3.262088403239397,2197,251.18080704943355
53.9278481895844,88,4.152322462800423,2368,365.4043767264372
59.81915270402448,79,3.0,1465,237.0
51.11356204248095,59,3.0,2092,177.0
71.34987499649328,82,3.0,2268,246.0
77.47515659028326,97,3.8618440973975217,1267,374.5988774475596
76.23680819916116,53,3.81854070465464,1665,202.3826573466959
46.16621004238847,66,3.3572543882681796,1271,221.57878962569984
49.45958855058927,52,3.0,1351,156.0
87.65280010905974,56,3.0,1325,168.0
57.28058313217935,92,5.222902091726043,1435,480.506992438796
64.24878239542139,89,5.59751480859827,1370,498.1788179652461
78.31976197343705,97,3.0,2177,291.0
48.34714001441344,77,4.516952544631572,1748,347.805345936631
49.67312783524241,78,5.036918490915696,1321,392.87964229142426
81.29845954509763,41,3.0,1790,123.0
70.91057997566766,90,3.0,1516,270.0
62.18476562278793,42,3.0,2417,126.0
92.16274608983879,98,3.0,2437,294.0
46.9989530277214,73,5.098446320517348,2275,372.1865813977664
,63,,1543,336.3733128332773
39.690728084866905,58,3.896735038487296,1806,226.01063223226316
81.07763587850741,48,5.11310481032874,2247,245.42903089577953
57.12591081869341,41,3.0,1516,123.0
43.60966954523247,53,3.673753395509131,1202,194.70892996198393
59.76951882141801,78,4.339641212488305,1258,338.49201457408776
60.15803596942496,61,4.192804811129415,1262,255.7610934788943
67.3323386208998,79,3.0,2188,237.0
98.13973288082073,67,3.05233053532843,1831,204.50614586700482
41.75223150563793,86,3.0,1583,258.0
99.8798586191905,76,3.0,2270,228.0
52.34221167871391,93,3.0,1287,279.0
33.45818292794458,41,5.00499543566009,1423,205.2048128620637
93.06855768833287,55,4.7084794836588015,2459,258.9663716012341
67.52550683397158,46,5.087549094128198,2475,234.0272583298971
47.05608066911788,93,3.0,2336,279.0
60.168423699342796,67,4.1367302441913285,2418,277.160926360819
33.980023661536144,80,5.827412613845812,1335,466.193009107665
78.15086266217106,80,3.4908386318086677,1818,279.2670905446934
60.644857952834606,62,3.0,2471,186.0
41.83868685303758,84,5.980815696007219,2309,502.38851846460636
34.991725467640364,76,5.029291544414245,2349,382.2261573754826
67.05781990191255,79,3.0,1872,237.0
44.10773738201983,45,3.6623902714741403,2223,164.80756221633632
38.48623287669773,86,4.431810819015617,1586,381.135730435343
88.9649162308419,64,3.0,1943,192.0
75.48705537290529,68,5.448368257393457,1513,370.4890415027551
73.8501788730435,43,3.0,1870,129.0
62.416401757143824,88,4.996642757718579,1237,439.704562679235
77.05182011894534,55,3.2944320516208343,2451,181.19376283914588
81.47139588018247,96,3.0,1923,288.0
44.01525173480034,72,5.070816768063854,2143,365.0988073005975
60.50286873549538,63,4.591634094980622,2455,289.27294798377915
75.75275693194988,92,5.351006341316224,2450,492.2925834010926
73.34790740413129,69,4.693469929632707,1516,323.8494251446568
95.2096813930428,53,3.0,1797,159.0
37.930534423761415,195,1.0254800662222696,2290,199.96861291334258
71.51816731580726,50,4.9661488888253285,1284,248.30744444126643
48.77219941926663,57,3.951464554568656,2470,225.23347961041338
74.52314934674759,54,4.093972550951687,1292,221.07451775139108
,61,,2430,351.9766829634097
35.404542016297086,56,4.9325917527662515,2411,276.2251381549101
91.30779989665795,74,3.0,1568,222.0
38.94184415062552,51,3.629942236286076,1293,185.12705405058986
37.84031663149221,93,4.25365673212492,1406,395.59007608761755
63.71516004534975,81,3.0,1254,243.0
96.94875716509478,97,3.0,2160,291.0
92.6838702011868,97,3.0,1539,291.0
55.02664654395119,74,5.308568347087744,2281,392.834057684493
59.03412698246149,60,3.5507636050004954,2412,213.0458163000297
69.74363941381311,67,3.0,2407,201.0
87.60455249244538,96,3.0,1429,288.0
74.17285388505843,91,3.0,1549,273.0
78.1809074333624,84,5.186830574445392,1924,435.69376825341294
97.66877486066127,92,3.0,1373,276.0
44.778619056553566,51,4.2250461314911245,2086,215.47735270604736
74.99160664046659,96,4.158243601341057,2125,399.19138572874147
86.43581939841175,98,3.0,2435,294.0
71.88655996135736,82,4.205673395934403,1796,344.865218466621
59.71132760642107,69,5.737962130377989,2450,395.91938699608124
65.4229434423549,93,3.0,1734,279.0
87.35355327488884,44,3.141287520245937,2311,138.21665089082123
84.53549695027216,82,3.0,1704,246.0
63.66233811982964,84,3.0,2409,252.0
68.90051083443245,80,3.0,1468,240.0
42.403748962109525,89,5.251395042124801,1560,467.37415874910727
63.31598949670266,87,4.1741799020583725,1420,363.1536514790784
74.50382088064123,54,3.617412512859987,1461,195.3402756944393
94.44234905608049,90,3.0,1704,270.0
52.74643033310827,61,4.9269700936755845,1853,300.54517571421064
69.07948528548027,89,3.0,2093,267.0
74.57234327147437,47,5.3294499357637335,1984,250.48414698089547
51.38880935599729,59,4.7453618034501455,2479,279.9763464035586
40.87726710597842,87,4.126827187672548,1997,359.0339653275117
64.30256423496128,43,4.209360613740824,2183,181.00250639085542
88.76237461951408,84,3.830467594445837,1596,321.75927793345033
57.992575043208326,83,4.493178998560597,2093,372.93385688052956
72.14658310627425,60,3.776861846121623,1435,226.61171076729738
98.49710421225618,52,3.215946286611623,1515,167.2292069038044
34.14056501565916,65,3.4002212729881727,1411,221.01438274423123
,91,,2098,382.56995404499094
40.1002572202357,51,3.0,2163,153.0
81.97997516311473,63,4.856564402681524,2417,305.96355736893605
81.61282977694367,89,4.267839166935284,2404,379.8376858572403
52.92778403366225,82,3.931801379253307,1439,322.4077130987712
35.92491313444595,44,3.8309851864826303,1466,168.56334820523574
64.27567914658214,74,4.3768233990073035,1913,323.88493152654047
34.52523226898787,79,3.8074364222964387,2454,300.78747736141867
86.00554999809586,75,4.426507039475954,1406,331.98802796069657
76.11836029606742,73,3.869579220144029,2095,282.4792830705141
,94,,2402,302.74981232452586
92.6736982295136,93,3.0,2122,279.0
55.789846763143515,43,3.0,1768,129.0
98.07370055765028,67,4.106236711578302,1942,275.1178596757462
54.33709977383996,88,3.0,2051,264.0
79.10599423284044,84,3.211857886666083,2206,269.796062479951
62.306397390580784,62,3.0,1956,186.0
52.82554069414621,64,4.757273706228976,1462,304.4655171986545
79.27393876578827,69,3.0,1946,207.0
90.92688775294087,98,5.1526483148104445,1742,504.95953485142354
47.658078256608974,81,5.350033514428359,2282,433.3527146686971
80.46509916371441,60,3.0,2247,180.0
50.14634409519455,73,3.35936814939977,1533,245.2338749061832
70.57876292914891,78,3.0,1339,234.0
43.57543469288444,61,5.16196213837645,1529,314.87969044096343
78.02895558646115,64,4.3921397822386,1819,281.0969460632704
34.53526726392748,47,6.2027428654582,1892,291.5289146765354
85.86900997166813,48,4.071089874456179,2218,195.4123139738966
47.44972413682797,55,4.738734481914816,1699,260.6303965053149
80.18255328597247,48,5.355682235898597,2188,257.07274732313266
88.49873065046707,71,3.0,1805,213.0
90.84269807661194,42,3.6383804616408026,1352,152.8119793889137
81.77806613802154,73,4.043362983084125,1985,295.16549776514114
50.57458475403175,73,3.901486891561998,2058,284.8085430840258
66.53267518365124,73,3.7813120447239106,1242,276.0357792648455
39.505071136806585,79,3.0,2415,237.0
80.60308411482885,54,3.0,1636,162.0
36.11152670682562,78,3.355054746715904,2003,261.69427024384055
93.73463038509922,65,4.059914160709067,1460,263.8944204460894
35.54494385038492,58,6.030890519307201,1829,349.7916501198177
75.24208103792618,96,3.0,2018,288.0
93.52793154887026,54,3.0,1368,162.0
63.05503665513441,43,5.731364525298435,1514,246.4486745878327
39.352651336960555,86,5.01243010318565,1638,431.06898887396596
82.90295130915298,56,3.0,1518,168.0
92.60280784601073,54,4.684772502687812,2121,252.97771514514184
38.66883798439578,45,5.058368361627081,1420,227.62657627321863
46.493582248702836,49,3.0,1915,147.0
78.77877267416112,46,3.153706015651765,1703,145.07047671998117
36.765250083332624,72,6.043135862308427,1280,435.1057820862067
94.15030407341037,74,4.292384873296012,1856,317.63648062390484
77.93866779081888,50,5.316483457615891,1389,265.82417288079455
34.60289395161946,162,1.9260690940475675,2053,312.02319323570595
60.79015220963313,81,5.729334059058145,2183,464.0760587837097
78.13730017744902,90,5.3026304271005085,2005,477.2367384390458
83.54909428725072,69,4.221106301089674,2238,291.2563347751875
63.99613008626418,55,3.571634492632727,1558,196.4398970948
53.34847410275909,78,3.7989403484622217,1932,296.3173471800533
37.85580394034479,51,3.0,1778,153.0
99.8254084542542,42,3.0,2022,126.0
92.00511392558963,62,4.116694069828004,1965,255.23503232933624
89.97334499883053,70,3.580451589546888,1583,250.63161126828214
50.7780911091671,62,3.0,1202,186.0
93.18873864009464,77,3.0,1674,231.0
54.710981748189994,69,5.436489405314028,2203,375.1177689666679
50.49103056010894,70,3.483617868983173,1215,243.85325082882213
40.07770797420688,70,3.514292819504099,1601,246.00049736528692
39.43678238341641,98,3.0,2445,294.0
57.28926603438581,43,5.613587102999692,1684,241.38424542898676
90.66778352730302,85,3.0,2194,255.0
65.87223181314297,61,3.0,1968,183.0
64.12043210413458,80,3.0,2422,240.0
46.623341929645754,66,3.842172598247152,1760,253.58339148431202
34.738710695235795,65,6.260152322325813,2101,406.90990095117786
55.47861666022088,62,3.8720837794632006,1213,240.06919432671845
85.32124504154291,49,3.0,2026,147.0
76.92031062562205,87,4.331948042787809,1425,376.87947972253943
63.45117858248194,48,3.8040022281937613,2411,182.59210695330054
48.85860974345434,55,3.004693430440584,2166,165.25813867423213
37.20891940178857,97,6.242795991527852,1765,605.5512111782016
97.51910058853802,59,3.6600894900474783,2142,215.94527991280123
59.85577503347713,94,3.0,2204,282.0
72.38503875156422,76,3.0,1873,228.0
78.67994156559361,51,3.0,1576,153.0
75.3600617357333,68,3.0,2009,204.0
97.18754551689054,59,3.0611880177928485,2214,180.61009304977807
51.99559312972952,70,4.3450225548970005,2294,304.15157884279006
95.3807481555029,86,4.625024948629498,2044,397.75214558213685
39.003759032616074,84,4.985019145325412,1853,418.7416082073346
64.05875177953077,93,3.0,2443,279.0
86.30103629938324,45,4.740771653917921,2444,213.33472442630645
36.67835668799827,192,1.3392391592604596,1718,257.1339185780082
69.99983236582385,51,3.0,2107,153.0
86.86680479718915,72,3.0,1583,216.0
72.53161655802323,93,3.0,1734,279.0
37.065352324112425,60,5.446599237203982,1633,326.7959542322389
54.77749809298314,48,3.9751316740112883,2240,190.80632035254183
67.36216593361549,53,3.690251154957868,1873,195.583311212767
56.16218722549179,53,4.05847171195737,2241,215.09900073374064
87.41084025860881,165,1.6048733030828954,1865,264.80409500867773
75.60367040073223,80,3.0,1977,240.0
69.46768656531506,56,3.0,2231,168.0
91.12143237923262,55,3.0,1685,165.0
39.06491568528077,72,3.0,1253,216.0
35.95745865464863,81,3.8559473485675433,1613,312.331735233971
67.11411759551989,97,5.318726654597233,1531,515.9164854959316
,94,,1948,282.0
62.35975489331677,66,4.706590716897173,1348,310.63498731521344
40.83360888253944,68,5.83586866677942,2334,396.83906934100054
38.20567273507668,68,3.0,1712,204.0
80.51029220787468,53,5.104594785249343,1504,270.5435236182152
78.05100169620238,96,4.372545339066102,2312,419.7643525503458
57.44605408668353,91,3.0,1388,273.0
85.14312772849578,64,3.0,1976,192.0
91.06904500305043,64,3.0,2047,192.0
36.689968464623554,40,3.0,2359,120.0
49.07003088976427,70,3.2058036946670962,1489,224.40625862669674
67.32360063669717,88,5.494625203488945,1866,483.52701790702713
63.97551695709735,96,3.0,2415,288.0
51.38881675080494,98,3.0,1924,294.0
90.13656105364619,56,3.681798629832347,1641,206.18072327061142
78.67397989555181,51,4.028927076800806,2463,205.47528091684111
64.17837367102624,86,4.445356475860652,1257,382.30065692401604
62.801840562028254,68,3.0,2072,204.0
44.51629374264019,99,3.0735832572031945,1800,304.28474246311623
49.798586604799986,65,3.222643661089476,1555,209.47183797081595
98.7739618221343,77,3.944835235498136,1392,303.7523131333565
89.91683111125623,65,3.6556867733902436,2286,237.61964027036584
76.68007282654355,71,3.0,1635,213.0
58.21744880195126,44,5.436545748576731,1222,239.20801293737617
59.6538188585504,67,3.0,1968,201.0
53.42832745323724,58,3.0,1246,174.0
55.52747308209355,66,3.0,2250,198.0
51.97140035803797,57,4.622893069047543,1987,263.50490493571
,98,,2123,327.0426403373168
79.45759387738963,98,3.0,1807,294.0
96.12703915069467,88,3.0,2102,264.0
91.70377695664041,74,3.396687805907999,1242,251.35489763719193
51.290461212032945,49,3.0,1984,147.0
70.94786513555769,98,3.0,2384,294.0
33.94672650835863,74,4.649334717797892,1721,344.050769117044
,46,,2327,221.9721842472079
67.32617171539145,40,4.852490795117349,1988,194.09963180469396
57.6700851694537,84,5.477837484208968,1895,460.1383486735533
84.0682660628666,61,4.822161636461619,2117,294.15185982415875
77.83665995276469,60,3.0,1830,180.0
58.187332613547035,50,3.9239038217566646,1449,196.19519108783322
42.45033490755917,77,6.020823098789773,2343,463.6033786068125
88.3538934948655,55,3.7823415565450524,1672,208.0287856099779
40.21766725833656,75,3.8252288187486414,2214,286.8921614061481
77.67981471307999,53,5.298941299772003,2014,280.84388888791614
67.26681223578255,74,3.6441101699852965,1280,269.66415257891197
59.84540900966896,72,5.261296752009468,2251,378.8133661446817
68.3289389495645,61,3.996122462793438,1966,243.76347023039972
82.26695030291228,91,4.599724031206179,2479,418.5748868397623
62.403281374792726,42,3.735651660749772,1726,156.89736975149043
47.12479169481919,83,5.680764390298771,1411,471.503444394798
36.95546898819359,48,3.6855728141107758,1498,176.90749507731724
55.66723799717972,78,4.534084354130314,1314,353.65857962216455
84.06605066853959,77,3.397047691513788,1450,261.5726722465617
98.1100403079662,69,3.0,1378,207.0
81.91041894910684,80,3.8340469635588823,2319,306.7237570847106
37.0643704841338,80,5.856325725636915,1406,468.5060580509532
94.2820917562775,71,3.0192535691087015,1465,214.3670034067178
50.28166867216727,90,5.170703454400872,1588,465.3633108960785
79.86603143318617,43,4.726100138786208,2049,203.22230596780696
54.08116633755957,68,3.766585426558939,1767,256.12780900600785
39.232833470127964,63,3.0,2257,189.0
67.58052368102034,83,4.086921097664504,2212,339.21445110615383
53.78628554067342,78,3.0,1627,234.0
78.67073522045578,93,3.0,2097,279.0
87.29074369856758,53,3.0,1453,159.0
39.714303701344114,96,4.669142629569256,1305,448.2376924386486
73.87341245680611,56,3.0,2353,168.0
96.02675815081237,40,3.0,2453,120.0
45.43317521805608,84,3.0,2209,252.0
71.00568749685043,63,3.5460913290928713,1918,223.4037537328509
56.79367038391072,67,4.335591299242312,2245,290.4846170492349
40.82553166191396,67,4.796194834103772,1602,321.3450538849527
79.02710820268807,93,3.216821380990125,1822,299.16438843208164
68.14955010445894,89,5.13098689758912,2163,456.6578338854317
47.41388390586344,70,4.823000561599529,1800,337.61003931196706
65.4907610976493,74,4.071604365785216,1790,301.29872306810597
96.71428709399441,41,3.0,1316,123.0
49.45797574091935,66,4.872947426194022,1326,321.6145301288055
73.43747125479335,87,5.209738424558438,2085,453.2472429365841
45.22210082854776,74,3.0,2098,222.0
87.04763504454786,83,5.015122616047858,2028,416.25517713197223
39.23855597577627,69,3.0,1334,207.0
98.9392975977676,49,3.0,1767,147.0
71.09364268645982,50,3.0,2191,150.0
84.05062055913,51,3.6624574607420914,1780,186.78533049784667
36.40017613478352,70,3.0,2098,210.0
41.070230625637926,88,3.5276772496663518,2010,310.435597970639
78.61144663586619,69,4.7973412538868105,1371,331.01654651818995
97.63061788530084,91,3.0,1371,273.0
33.85632808270822,58,5.072021191338049,1257,294.1772290976068
57.60183128097108,50,3.1597266386620833,1945,157.98633193310417
54.90517360263413,41,3.184464582145843,1560,130.56304786797955
75.56213541879734,92,3.0,2461,276.0
66.66556877365566,80,3.7040400767594006,1569,296.32320614075206
97.44269948768695,55,3.0,2049,165.0
80.16560559914062,51,3.9758118137178213,2475,202.7664024996089
34.677425474526274,65,3.0,2112,195.0
90.29486402184122,84,4.753892081770686,2357,399.3269348687376
,54,,1492,261.6180475438566
80.44283478326226,83,4.099488873063093,1322,340.2575764642367
93.20361929604758,53,3.0,2015,159.0
98.38879265218048,55,3.0,1430,165.0
84.02667115249885,91,5.290530460948914,1541,481.43827194635116
45.88214665126971,80,5.557612750328206,1843,444.6090200262564
65.8311890309316,93,3.8247597782744576,1443,355.70265937952456
37.71844689407631,84,5.358689884942763,2294,450.12995033519206
62.120473007185154,73,3.0,2096,219.0
83.55920766132239,40,3.240837908850666,1367,129.63351635402663
73.74515371878451,95,3.2567076062499725,1440,309.38722259374737
45.134032285116454,84,3.0,1240,252.0
47.31268516201339,82,5.42783578133559,1804,445.0825340695184
34.48626505113884,86,3.477562565490527,2217,299.07038063218533
88.81752573134327,98,3.0,1777,294.0
44.64822931652486,99,3.7169446660266443,1265,367.9775219366378
,96,,1339,451.0530518472421
79.59656296447334,57,4.2368073706366705,1518,241.4980201262902
94.48687636427003,84,4.853882948180208,1471,407.72616764713746
47.59744872271969,57,5.829069484268441,2186,332.25696060330114
84.97690207874547,65,5.110650390677119,1928,332.1922753940127
59.19818362652576,55,3.0,2455,165.0
65.87706373915393,49,3.0,1337,147.0
64.95391099122868,54,5.111641242469809,1870,276.0286270933697
96.87883979405902,80,3.57795207824953,1902,286.23616625996243
53.10399414706205,61,3.0,1372,183.0
57.41664630490698,77,3.8668733657904673,1994,297.749249165866
61.96994156804504,92,4.840537634301326,1232,445.32946235572206
41.55456607168615,56,3.25356236213144,2424,182.19949227936064
91.52972239176054,95,3.6223864900272646,1283,344.12671655259015
83.95988416119758,60,3.668258017975666,1476,220.09548107853996
36.579656559995314,48,4.0388635011261345,1681,193.86544805405447
42.897963801201335,90,4.011352671527242,1363,361.0217404374518
38.11403472566218,46,3.0,1615,138.0
63.59725553652399,96,4.124809682178171,1513,395.9817294891044
78.64505783270931,87,4.396279451687692,1981,382.47631229682924
97.03139936634427,46,3.0,2401,138.0
85.79355908368633,88,4.896167647370582,2476,430.86275296861123
45.42172374028755,88,4.403473749097047,2353,387.5056899205401
44.396993019719,57,3.0,1685,171.0
87.04565259179282,52,3.0,2294,156.0
48.48682714923492,88,4.645038303040092,2191,408.7633706675281
72.21682615417045,45,4.066944040021278,2003,183.01248180095752
81.73899009892337,50,3.092317541226546,1258,154.6158770613273
57.40498175606915,58,3.0,1480,174.0
67.9632524260825,89,5.240031985698375,1675,466.36284672715533
87.67868213132594,92,5.218297044900087,1981,480.083328130808
95.46149571237245,88,3.201435863975542,2431,281.7263560298477
79.88103023296486,42,3.0,1679,126.0
56.40664843585237,55,3.0,2197,165.0
77.56823959423015,41,3.737489223830285,1841,153.2370581770417
51.02283165379554,82,3.9671472484033643,2434,325.3060743690759
40.702757627782354,50,3.0,1612,150.0
39.924743670243394,52,4.976615813403796,1978,258.78402229699736
56.68012835419789,64,3.0,1750,192.0
77.48316983476536,50,3.615392133012765,2183,180.76960665063825
62.25229348049152,98,3.0,2103,294.0
67.8087928007092,59,3.0,2186,177.0
66.70264514214169,68,3.0,1985,204.0
42.59732701659441,92,4.791463374886008,1462,440.8146304895127
91.02495413952163,62,3.8611995507228243,1433,239.3943721448151
92.73670779536897,46,4.02608744969595,2316,185.2000226860137
52.36027123089483,51,3.0,1919,153.0
58.93460493099722,59,5.431129453044928,2076,320.4366377296508
93.83838026421776,70,4.570150428936076,1892,319.9105300255253
81.51585014925364,51,4.443697840336018,2006,226.62858985713692
38.951370612051036,47,3.0,2217,141.0
56.30012367616411,69,3.0,2280,207.0
82.71865781071149,41,4.329902947923991,2370,177.52602086488366
58.26468395182217,40,4.762029107712943,2448,190.4811643085177
40.20127962948041,57,4.204990801053889,1402,239.68447566007166
52.987815889784464,57,3.0,1212,171.0
59.35842973646359,63,3.1199235002989942,2304,196.55518051883664
57.77007915861508,82,4.402049109357332,1833,360.9680269673012
49.222480708533126,68,3.5486272934818768,1375,241.30665595676763
59.86701953030019,92,4.532861580578822,1642,417.02326541325164
38.54064591674375,75,4.776033174629551,2324,358.2024880972163
71.41736466247316,58,3.0,1335,174.0
84.79280975501696,52,3.3488277998509934,1433,174.13904559225165
93.97096182535341,88,3.0,1944,264.0
83.85422037961773,52,4.599731938940338,1981,239.1860608248976
66.7517096417153,53,5.123677598348967,1335,271.55491271249525
59.935687842828976,61,3.5080286592889784,1866,213.98974821662767
67.1596062563307,43,4.703825052468344,2384,202.26447725613878
62.271759613127976,84,3.0,2254,252.0
,48,,1742,197.52113051127617
57.85062339181931,64,3.0,1203,192.0
38.930110766652255,94,6.196433857996837,2486,582.4647826517026
96.91043006421808,84,3.0,1538,252.0
75.44907845489406,55,4.282809910051936,2244,235.5545450528565
,47,,1791,141.0
87.11385384967075,181,1.7068216669939418,1578,308.93472172590344
74.82102376361762,78,3.0,2393,234.0
97.14043685706883,52,4.165687896534012,2092,216.6157706197686
68.63753957655581,78,5.502039888771989,1899,429.15911132421513
59.44012539477036,95,3.0,2414,285.0
41.78678660845067,76,4.811134393052175,1940,365.6462138719653
98.67012953176567,76,3.0,1794,228.0
92.36258429082037,76,3.0,2347,228.0
92.69481358527769,82,3.0,1295,246.0
44.41336912058303,77,3.2651716818959766,1303,251.4182195059902
47.22102600056786,52,5.382496325191202,2364,279.8898089099425
82.54778667575465,93,4.439139754087328,2379,412.83999713012145
71.29551220632364,93,3.0,1976,279.0
67.19294730208517,170,1.6763355293075013,2182,284.97703998227524
49.72180884221442,76,4.511801592439651,1609,342.8969210254135
46.606227995728375,97,4.4559344428928735,1669,432.22564096060876
60.109678480802785,87,4.879267540359273,1820,424.4962760112568
68.12104675888371,65,3.0,1460,195.0
81.13179340425847,195,1.0364327099576691,1749,202.10437844174547
85.2343920041109,55,4.379997815382491,2217,240.89987984603698
95.03790086045176,151,1.6146508100184551,1388,243.81227231278672
45.64216382315795,75,3.0,2339,225.0
90.22309984058158,61,3.0,1664,183.0
69.25462448331126,90,3.0,1313,270.0
66.53175350582622,69,4.333488389427474,2418,299.01069887049573
73.21292523452624,60,3.0,1913,180.0
70.39138761326397,83,3.5389647992645115,1471,293.7340783389545
39.67043578883763,54,3.788683576579028,2476,204.58891313526752
90.35429762419588,80,3.4522425502561536,1548,276.17940402049226
61.62480173690897,58,3.0,2441,174.0
80.67612550416854,70,3.2227128994640815,1471,225.5899029624857
74.75537494371382,80,3.0,2182,240.0
62.18773348063128,93,4.821356756615988,2232,448.3861783652869
96.15074491057074,84,3.0,2115,252.0
57.588847351225695,40,3.0,1262,120.0
99.47570929857218,51,3.0,2488,153.0
61.10438856548615,64,5.465269934714615,1483,349.7772758217354
51.21162451632756,78,3.0,1932,234.0
46.690686933563356,41,5.605417119765704,1280,229.82210191039388
88.67592681844357,88,3.9215591483404006,2371,345.09720505395524
59.89035479772728,90,5.517988431324407,1267,496.6189588191966
98.56377814561893,41,3.0,1325,123.0
47.38620677000191,66,3.0410992827463703,1768,200.71255266126045
56.55164102421276,89,3.6744413944959735,1255,327.0252841101416
70.49498297800947,76,3.170564409344057,2309,240.96289511014834
77.11529898144053,61,3.0,2059,183.0
62.86093986946424,75,5.589867874241341,1366,419.2400905681005
42.02271490460479,61,3.0,1687,183.0
42.71803051808089,96,3.8332084605231094,1918,367.98801221021847
95.7713478713893,59,4.834608316738737,1616,285.24189068758545
55.512678646178,55,5.2942601242406875,1986,291.1843068332378
42.04898263052333,86,3.0,1858,258.0
97.79103668622624,77,5.010104139501611,1636,385.77801874162407
47.285850768674656,80,3.078805359069642,1840,246.30442872557137
58.386326819203816,77,3.4750788960417247,2109,267.5810749952128
51.71530913205039,90,5.859592825533345,2176,527.363354298001
64.33575561472733,86,3.9611295724879674,1312,340.6571432339652
,57,,2329,171.0
67.03471944823268,50,5.222541977433297,1753,261.1270988716648
39.59879598939126,47,4.08513628474159,2001,192.00140538285473
62.31187655443134,80,3.406202256742845,1607,272.4961805394276
93.54711119438596,197,1.5477942622295384,1362,304.91546965921907
81.19119007541758,69,3.0,2145,207.0
74.09538714852593,82,4.728044414113027,1592,387.6996419572682
44.54120650651501,95,3.1721433560725365,1487,301.35361882689097
47.012476193653804,44,5.990749205664004,1524,263.59296504921616
92.63266602663535,90,4.5649602727413985,1656,410.84642454672587
48.92451624249175,82,3.8432620440098724,1605,315.1474876088095
33.44832147398938,80,4.637282500064698,1838,370.98260000517587
85.05848363131287,84,3.422059827150881,1683,287.453025480674
85.13661904345041,88,3.0,1519,264.0
98.12313695205258,98,3.871613802016621,1528,379.4181525976289
83.5912055139942,77,3.952109296481339,1339,304.3124158290631
69.17656426584529,50,3.0,2063,150.0
87.38203101536085,76,4.926758490079647,1400,374.4336452460531
61.76664981612407,95,4.2970341130808425,1898,408.21824074268005
66.13344862880551,57,3.0,1816,171.0
85.52324119911049,43,5.2733952978803345,1632,226.75599780885437
47.58244586546071,76,5.828727188182539,1874,442.98326630187296
42.75890361442268,72,5.455056751725493,1961,392.7640861242355
76.72186336595522,94,3.7062078859613434,2372,348.3835412803663
88.70818402878609,54,3.0,1262,162.0
98.24614232334659,81,4.229467745823344,1375,342.5868874116909
94.45488613489466,92,3.0,1725,276.0
85.82325656064714,55,3.2388759131570524,1357,178.1381752236379
56.08318850841042,52,3.0,2481,156.0
82.05802305174403,81,3.0,2079,243.0
84.21162570731592,97,3.0580023748680922,1506,296.6262303622049
41.40923825659343,57,5.811744508413011,2138,331.26943697954164
95.85446434883748,63,3.6294163495716374,2089,228.65323002301315
97.76128778697323,90,3.0,1890,270.0
90.19893126867578,87,3.5120562699859086,2019,305.54889548877406
48.793408117927655,77,5.254418100278887,1607,404.5901937214743
79.00895399163227,89,3.0,1752,267.0
81.29254370498802,74,5.106882799807308,1561,377.9093271857408
75.43629191174402,80,3.0,2022,240.0
69.24466397902887,90,3.0,2334,270.0
45.07113573584384,99,5.68237088035845,1518,562.5547171554865
89.59956479613498,94,4.128153886176983,1403,388.0464653006364
36.817191952401586,78,3.4684462082984044,2164,270.53880424727555
96.98517016168103,44,3.9332630159929973,2051,173.06357270369188
38.21637360715934,50,3.0,2117,150.0
43.78028985306321,43,3.8887108059885707,1429,167.21456465750853
81.1149855120967,93,3.0,2063,279.0
87.54033647405626,75,3.0,1861,225.0
63.84212496967834,85,3.0,1851,255.0
39.496634469137774,67,5.362918149916293,1436,359.31551604439164
84.58427871474402,99,4.207561620085028,1916,416.54860038841775
34.870185563014005,68,3.355394541052649,1694,228.16682879158012
91.38332675150075,78,4.3567656333448594,1730,339.827719400899
89.47958205820763,77,3.3558631115776363,1923,258.401459591478
91.71329152950437,44,3.0,2250,132.0
73.70468492626202,83,3.388473169836268,1586,281.24327309641023
49.82320678287984,92,5.048495191293234,1744,464.4615575989775
62.134986642249444,56,3.0,1200,168.0
39.113771173042686,45,3.0,1473,135.0
37.89669683773445,61,5.381613176861828,2430,328.2784037885715
62.269924565212044,51,4.007085517441977,2255,204.36136138954083
51.60907781279589,97,3.23529999670417,1722,313.82409968030447
99.99142921827558,47,3.378065326325583,1940,158.7690703373024
,57,,2224,214.83144821548044
63.6701136538759,92,3.0,1425,276.0
38.40564845103382,75,4.8206914793786355,2159,361.55186095339764
54.89782231536644,54,4.816253028294026,1478,260.0776635278774
75.28001049664405,97,3.0,1623,291.0
